request_id,mol_id,xyz_path,xyz_status,notes
qreq_d2ecf6bf87c6bc9c,mol_cpaqqpjfmvgxbq-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_d2ecf6bf87c6bc9c.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_25f5b6996264dfa2,mol_kwxghavgvpvwpx-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_25f5b6996264dfa2.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_360267ac40d4336a,mol_qwlqhedklcnfia-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_360267ac40d4336a.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_107bfd63a5e3b56e,mol_zlvckhhhwwfsfo-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_107bfd63a5e3b56e.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_1107eea9769e3acb,mol_bpprzcmyhbhnrm-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_1107eea9769e3acb.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_37cd37ffdcf75e66,mol_cktzblcwlkywep-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_37cd37ffdcf75e66.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_6240458448c8842c,mol_gdlpbfljcnxgmx-uphrsurjsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_6240458448c8842c.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_7bb30788c896b947,mol_ibnbtznctztals-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_7bb30788c896b947.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_2e547d8eceea4392,mol_lizzwvxxyaalgg-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_2e547d8eceea4392.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_f1c482667414e4a6,mol_mwflvzpcnywqge-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_f1c482667414e4a6.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_9aa41829035ab80d,mol_nojsqmugpauvnm-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_9aa41829035ab80d.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_5536a0b29604ac7b,mol_rrlhzvaskjlnfj-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_5536a0b29604ac7b.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_2754e7a94f1b037a,mol_ucypercpbfdemp-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_2754e7a94f1b037a.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_6b6e37bd008f0943,mol_vdlmhymrnblimm-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_6b6e37bd008f0943.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_cef95b71430c4202,mol_vynfuuacovcakh-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_cef95b71430c4202.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_9cc78db7f277593e,mol_zasazlolpipsem-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_9cc78db7f277593e.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_9dd0ed766d53a05e,mol_aekisvgxzzasrd-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_9dd0ed766d53a05e.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_7b83ed9c13aa7808,mol_jlfwqnuhsjltgm-arjawskdsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_7b83ed9c13aa7808.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_548c3fa9d2717429,mol_nlzbijjhqicyim-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_548c3fa9d2717429.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_e11fa1b4b0e7be28,mol_qqnkadpbzpwghu-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_e11fa1b4b0e7be28.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_49c3784bd7e703fa,mol_jmnuoryaxcdcix-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_49c3784bd7e703fa.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_0459a5c88168b154,mol_puivhgrqtlsxaj-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_0459a5c88168b154.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_f662ebd4d0a2103e,mol_rdtlzadgegcjdx-ggwosogesa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_f662ebd4d0a2103e.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_ef7f3ce0d5776b4c,mol_dkmbdpmeivuapv-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_ef7f3ce0d5776b4c.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_e6d9104cab04d0e1,mol_dzrfkmixzfzeqo-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_e6d9104cab04d0e1.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_bccde7c77e0f812e,mol_gjeferolnkyjpu-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_bccde7c77e0f812e.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_fe1f573181abe501,mol_ilhhnwluhnlpoi-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_fe1f573181abe501.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_aa77d5d741d08146,mol_mwwbcohqaqmeey-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_aa77d5d741d08146.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_9a84913920f1bded,mol_nyqxfbgkfaxpqp-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_9a84913920f1bded.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_38c7ce0ea95a44b9,mol_pcurrnhctztdkh-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_38c7ce0ea95a44b9.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_803cf26dce3aa57c,mol_xpcwcgqfadignx-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_803cf26dce3aa57c.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_515c813042782575,mol_zcqwiucumnabad-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_515c813042782575.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_dbbc30c9b6ba4b7d,mol_zwyipijiehjqdx-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_dbbc30c9b6ba4b7d.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_511071fabf165be8,mol_ybmdpyaezdjwny-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_511071fabf165be8.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_4c196436710dc1ab,mol_mnwscilmawzrea-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_4c196436710dc1ab.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_deef1e136e7d79be,mol_nnrgelfcehgrqe-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_deef1e136e7d79be.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_74c235ccd93ce6b4,mol_ntcxrubosugpfp-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_74c235ccd93ce6b4.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_505526d41971e9e8,mol_nyfspqjvjbcmby-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_505526d41971e9e8.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_6bcb46121e2104cc,mol_rmbzcdkauhbnox-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_6bcb46121e2104cc.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_deee53738816f9a3,mol_seanexufdzoysq-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_deee53738816f9a3.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_18530cdd9e23a344,mol_cuscuhpvhczdkn-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_18530cdd9e23a344.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_3a2088f0f5dddcd5,mol_cvmvahsmkgitav-uphrsurjsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_3a2088f0f5dddcd5.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_4a50324b39ac700a,mol_dnrzueotcwuahh-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_4a50324b39ac700a.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_950d09214e8c9cbb,mol_dnrzueotcwuahh-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_950d09214e8c9cbb.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_dbbaf85aaba9edac,mol_fplakxhvfgmrlt-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_dbbaf85aaba9edac.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_d704bac08b01b68e,mol_gfqauqtvdartrn-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_d704bac08b01b68e.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_3dc20bd238fd52df,mol_gfqauqtvdartrn-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_3dc20bd238fd52df.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_f827f8288b121e17,mol_haqinthahacamf-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_f827f8288b121e17.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_7ca26375723de1ec,mol_hcibjfoatbgwjr-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_7ca26375723de1ec.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_72e2ae3cd3477d97,mol_hmdtxircrnbqsl-ihwypqmzsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_72e2ae3cd3477d97.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_feb54b3eecc81231,mol_hpfizefcfsbdry-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_feb54b3eecc81231.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_5bdf42c93da143fa,mol_hppstrbnijvpde-nscuhmnnsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_5bdf42c93da143fa.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_51c3c4ce6f4bc94a,mol_hsevlzzkmutzlv-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_51c3c4ce6f4bc94a.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_78b86b3c6f30e45d,mol_ididqpufzzkbfd-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_78b86b3c6f30e45d.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_306da1dd143a7be3,mol_ioeqzrnataevhx-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_306da1dd143a7be3.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_656412fe4ab572b2,mol_iujnbjsilsgurf-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_656412fe4ab572b2.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_5c26a59155303336,mol_ivonuxqkgafipg-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_5c26a59155303336.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_a9be3d685ac0d40b,mol_jchcwdfxravscu-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_a9be3d685ac0d40b.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_ba5688cf34b919fd,mol_jjmmltixopxemu-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_ba5688cf34b919fd.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_7ea7af6ce111e45b,mol_jwdztinoaibfqq-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_7ea7af6ce111e45b.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_e9a3d8798cc8824e,mol_jwdztinoaibfqq-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_e9a3d8798cc8824e.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_d86995e6ac7370f4,mol_jwdztinoaibfqq-uphrsurjsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_d86995e6ac7370f4.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_a20716d7e5d26a17,mol_kkwgkpzfqwgdct-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_a20716d7e5d26a17.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_ec757bab59ca2062,mol_kojjzllkjwgipn-uphrsurjsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_ec757bab59ca2062.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_1e7c16562bc34646,mol_lcrmutpvjuzfew-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_1e7c16562bc34646.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_e8e2976e235a4a4b,mol_lqsazlijddbwtl-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_e8e2976e235a4a4b.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_df1f44fa6d386573,mol_lqsazlijddbwtl-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_df1f44fa6d386573.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_493587172bbdb9d6,mol_lvrnfzlcdsuwja-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_493587172bbdb9d6.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_f9e71089cee6a269,mol_mhksckwmkcmksh-ihwypqmzsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_f9e71089cee6a269.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_156ea908e9d4a0df,mol_mhksckwmkcmksh-nscuhmnnsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_156ea908e9d4a0df.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_031243f354e15133,mol_mjenmwhfacupoc-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_031243f354e15133.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_05508afcc585f89a,mol_mjenmwhfacupoc-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_05508afcc585f89a.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_e13f6f21b35b0230,mol_ndhhqhybiuoetm-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_e13f6f21b35b0230.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_defcc70141e7bec5,mol_ngpgapamjgizfv-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_defcc70141e7bec5.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_922dffa2a49567f4,mol_ngpgapamjgizfv-uphrsurjsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_922dffa2a49567f4.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_34aa2d874741e91c,mol_oixccmquuceysd-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_34aa2d874741e91c.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_341a1dcc48bd0605,mol_ouxzwoaspzpwjq-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_341a1dcc48bd0605.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_863c7460324b8c8e,mol_ouxzwoaspzpwjq-uphrsurjsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_863c7460324b8c8e.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_48d6e14e4fc6dc85,mol_oxxhzyxdxorhnh-nscuhmnnsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_48d6e14e4fc6dc85.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_b48d33af7f07dfd8,mol_oxyxixcwxiqqjh-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_b48d33af7f07dfd8.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_9afcba088b7a53c0,mol_ozhldkocyznxql-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_9afcba088b7a53c0.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_418e116b6edf67a7,mol_psohcoqkeykegp-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_418e116b6edf67a7.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_531b13a18cb0b3ae,mol_psohcoqkeykegp-uphrsurjsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_531b13a18cb0b3ae.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_2aede66abb93392d,mol_ptzxfwovymhbek-owojbtedsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_2aede66abb93392d.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_8e33463ae187df63,mol_ptzxfwovymhbek-uphrsurjsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_8e33463ae187df63.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_afebd3871c582dff,mol_pvdrxjacopoied-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_afebd3871c582dff.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_15da9aec5d615f34,mol_pxhpmsuxbsiian-hnquoiggsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_15da9aec5d615f34.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_34495ecad6ce230f,mol_pxhpmsuxbsiian-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_34495ecad6ce230f.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_44c0edc892e9ea10,mol_sezmerrvubvxmc-ihwypqmzsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_44c0edc892e9ea10.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_ab0f22be5173cc6c,mol_sezmerrvubvxmc-nscuhmnnsa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_ab0f22be5173cc6c.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
qreq_e1777f7299a0dbfa,mol_sgiwbxsluiqibg-uhfffaoysa-n,/home/ifs1/myDB/R-PhysGen-DB/data/raw/generated/quantum_xyz/qreq_e1777f7299a0dbfa.xyz,generated,XYZ generated from canonical/isomeric SMILES using RDKit ETKDG; executor not required; completed quantum pilot results already ingested
